ItemCode,ItemCode_BuildMaster,UPC,Style,Size,Color,Brand_BuildMaster,Simplified_Brand,Vendor
H-150 P B,G H-150 P B,6.56E+11,H-150,Petite,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-150 M B,G H-150 M B,6.56E+11,H-150,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-150 T B,G H-150 T B,6.56E+11,H-150,Tall,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-150 XT B,G H-150 XT B,6.56E+11,H-150,X-Tall,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-150 Q B,G H-150 Q B,6.56E+11,H-150,Queen,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-150 Q+ B,G H-150 Q+ B,6.56E+11,H-150,Queen Plus,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-150 P ND,G H-150 P ND,6.56E+11,H-150,Petite,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-150 M ND,G H-150 M ND,6.56E+11,H-150,Medium,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-150 T ND,G H-150 T ND,6.56E+11,H-150,Tall,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-150 XT ND,G H-150 XT ND,6.56E+11,H-150,X-Tall,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-150 Q ND,G H-150 Q ND,6.56E+11,H-150,Queen,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-150 Q+ ND,G H-150 Q+ ND,6.56E+11,H-150,Queen Plus,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-150 P BL,G H-150 P BL,6.56E+11,H-150,Petite,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-150 M BL,G H-150 M BL,6.56E+11,H-150,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-150 T BL,G H-150 T BL,6.56E+11,H-150,Tall,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-150 XT BL,G H-150 XT BL,6.56E+11,H-150,X-Tall,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-150 Q BL,G H-150 Q BL,6.56E+11,H-150,Queen,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-150 Q+ BL,G H-150 Q+ BL,6.56E+11,H-150,Queen Plus,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-260 P B,G H-260 P B,6.56E+11,G H-260,Petite,Beige,GABRIALLA,GABRIALLA,
H-260 M B,G H-260 M B,6.56E+11,G H-260,Medium,Beige,GABRIALLA,GABRIALLA,
H-260 T B,G H-260 T B,6.56E+11,G H-260,Tall,Beige,GABRIALLA,GABRIALLA,
H-260 XT B,G H-260 XT B,6.56E+11,G H-260,X-Tall,Beige,GABRIALLA,GABRIALLA,
H-260 Q B,G H-260 Q B,6.56E+11,G H-260,Queen,Beige,GABRIALLA,GABRIALLA,
H-260 P ND,G H-260 P ND,6.56E+11,G H-260,Petite,Nude,GABRIALLA,GABRIALLA,
H-260 M ND,G H-260 M ND,6.56E+11,G H-260,Medium,Nude,GABRIALLA,GABRIALLA,
H-260 T ND,G H-260 T ND,6.56E+11,G H-260,Tall,Nude,GABRIALLA,GABRIALLA,
H-260 XT ND,G H-260 XT ND,6.56E+11,G H-260,X-Tall,Nude,GABRIALLA,GABRIALLA,
H-260 Q ND,G H-260 Q ND,6.56E+11,G H-260,Queen,Nude,GABRIALLA,GABRIALLA,
H-260 P BL,G H-260 P BL,6.56E+11,G H-260,Petite,Black,GABRIALLA,GABRIALLA,
H-260 M BL,G H-260 M BL,6.56E+11,G H-260,Medium,Black,GABRIALLA,GABRIALLA,
H-260 T BL,G H-260 T BL,6.56E+11,G H-260,Tall,Black,GABRIALLA,GABRIALLA,
H-260 XT BL,G H-260 XT BL,6.56E+11,G H-260,X-Tall,Black,GABRIALLA,GABRIALLA,
H-260 Q BL,G H-260 Q BL,6.56E+11,G H-260,Queen,Black,GABRIALLA,GABRIALLA,
H-40 S B,G H-40 S B,6.56E+11,H-40,Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-40 M B,G H-40 M B,6.56E+11,H-40,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-40 L B,G H-40 L B,6.56E+11,H-40,Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-40 XL B,G H-40 XL B,6.56E+11,H-40,X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-40 XXL B,G H-40 2XL B,6.56E+11,H-40,2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-40 S ND,G H-40 S ND,6.56E+11,H-40,Small,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-40 M ND,G H-40 M ND,6.56E+11,H-40,Medium,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-40 L ND,G H-40 L ND,6.56E+11,H-40,Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-40 XL ND,G H-40 XL ND,6.56E+11,H-40,X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-40 XXL ND,G H-40 2XL ND,6.56E+11,H-40,2X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-40 S BL,G H-40 S BL,6.56E+11,H-40,Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-40 M BL,G H-40 M BL,6.56E+11,H-40,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-40 L BL,G H-40 L BL,6.56E+11,H-40,Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-40 XL BL,G H-40 XL BL,6.56E+11,H-40,X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-40 XXL BL,G H-40 2XL BL,6.56E+11,H-40,2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-160 S B,G H-160 S B,6.56E+11,H-160,Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-160 M B,G H-160 M B,6.56E+11,H-160,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-160 L B,G H-160 L B,6.56E+11,H-160,Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-160 XL B,G H-160 XL B,6.56E+11,H-160,X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-160 XXL B,G H-160 2XL B,6.56E+11,H-160,2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-160 S ND,G H-160 S ND,6.56E+11,H-160,Small,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-160 M ND,G H-160 M ND,6.56E+11,H-160,Medium,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-160 L ND,G H-160 L ND,6.56E+11,H-160,Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-160 XL ND,G H-160 XL ND,6.56E+11,H-160,X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-160 XXL ND,G H-160 2XL ND,6.56E+11,H-160,2X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-160 S BL,G H-160 S BL,6.56E+11,H-160,Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-160 M BL,G H-160 M BL,6.56E+11,H-160,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-160 L BL,G H-160 L BL,6.56E+11,H-160,Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-160 XL BL,G H-160 XL BL,6.56E+11,H-160,X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-160 XXL BL,G H-160 2XL BL,6.56E+11,H-160,2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-330 P B,G H-330 P B,6.56E+11,H-330,Petite,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-330 M B,G H-330 M B,6.56E+11,H-330,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-330 T B,G H-330 T B,6.56E+11,H-330,Tall,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-330 XT B,G H-330 XT B,6.56E+11,H-330,X-Tall,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-330 Q B,G H-330 Q B,6.56E+11,H-330,Queen,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-330 Q+ B,G H-330 Q+ B,6.56E+11,H-330,Queen Plus,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-330 P ND,G H-330 P ND,6.56E+11,H-330,Petite,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-330 M ND,G H-330 M ND,6.56E+11,H-330,Medium,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-330 T ND,G H-330 T ND,6.56E+11,H-330,Tall,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-330 XT ND,G H-330 XT ND,6.56E+11,H-330,X-Tall,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-330 Q ND,G H-330 Q ND,6.56E+11,H-330,Queen,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-330 Q+ ND,G H-330 Q+ ND,6.56E+11,H-330,Queen Plus,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-330 P BL,G H-330 P BL,6.56E+11,H-330,Petite,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-330 M BL,G H-330 M BL,6.56E+11,H-330,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-330 T BL,G H-330 T BL,6.56E+11,H-330,Tall,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-330 XT BL,G H-330 XT BL,6.56E+11,H-330,X-Tall,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-330 Q BL,G H-330 Q BL,6.56E+11,H-330,Queen,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-330 Q+ BL,G H-330 Q+ BL,6.56E+11,H-330,Queen Plus,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-340 P B,G H-340  P B,6.56E+11,G H-340,Petite,Beige,GABRIALLA,GABRIALLA,
H-340 M B,G H-340 M B,6.56E+11,G H-340,Medium,Beige,GABRIALLA,GABRIALLA,
H-340 T B,G H-340 T B,6.56E+11,G H-340,Tall,Beige,GABRIALLA,GABRIALLA,
H-340 XT B,G H-340 XT B,6.56E+11,G H-340,X-Tall,Beige,GABRIALLA,GABRIALLA,
H-340 Q B,G H-340 Q B,6.56E+11,G H-340,Queen,Beige,GABRIALLA,GABRIALLA,
H-340 P ND,G H-340 P ND,6.56E+11,G H-340,Petite,Nude,GABRIALLA,GABRIALLA,
H-340 M ND,G H-340 M ND,6.56E+11,G H-340,Medium,Nude,GABRIALLA,GABRIALLA,
H-340 T ND,G H-340 T ND,6.56E+11,G H-340,Tall,Nude,GABRIALLA,GABRIALLA,
H-340 XT ND,G H-340 XT ND,6.56E+11,G H-340,X-Tall,Nude,GABRIALLA,GABRIALLA,
H-340 Q ND,G H-340 Q ND,6.56E+11,G H-340,Queen,Nude,GABRIALLA,GABRIALLA,
H-340 P BL,G H-340 P BL,6.56E+11,G H-340,Petite,Black,GABRIALLA,GABRIALLA,
H-340 M BL,G H-340 M BL,6.56E+11,G H-340,Medium,Black,GABRIALLA,GABRIALLA,
H-340 T BL,G H-340 T BL,6.56E+11,G H-340,Tall,Black,GABRIALLA,GABRIALLA,
H-340 XT BL,G H-340 XT BL,6.56E+11,G H-340,X-Tall,Black,GABRIALLA,GABRIALLA,
H-340 Q BL,G H-340 Q BL,6.56E+11,G H-340,Queen,Black,GABRIALLA,GABRIALLA,
H-80 S B,G H-80 S B,6.56E+11,H-80,Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-80 M B,G H-80 M B,6.56E+11,H-80,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-80 L B,G H-80 L B,6.56E+11,H-80,Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-80 XL B,G H-80 XL B,6.56E+11,H-80,X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-80 XXL B,G H-80 2XL B,6.56E+11,H-80,2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-80 S ND,G H-80 S ND,6.56E+11,H-80,Small,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-80 M ND,G H-80 M ND,6.56E+11,H-80,Medium,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-80 L ND,G H-80 L ND,6.56E+11,H-80,Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-80 XL ND,G H-80 XL ND,6.56E+11,H-80,X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-80 XXL ND,G H-80 2XL ND,6.56E+11,H-80,2X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-80 S BL,G H-80 S BL,6.56E+11,H-80,Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-80 M BL,G H-80 M BL,6.56E+11,H-80,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-80 L BL,G H-80 L BL,6.56E+11,H-80,Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-80 XL BL,G H-80 XL BL,6.56E+11,H-80,X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-80 XXL BL,G H-80 2XL BL,6.56E+11,H-80,2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-180 S B,G H-180 S B,6.56E+11,H-180,Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-180 M B,G H-180 M B,6.56E+11,H-180,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-180 L B,G H-180 L B,6.56E+11,H-180,Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-180 XL B,G H-180 XL B,6.56E+11,H-180,X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-180 XXL B,G H-180 2XL B,6.56E+11,H-180,2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-180 S ND,G H-180 S ND,6.56E+11,H-180,Small,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-180 M ND,G H-180 M ND,6.56E+11,H-180,Medium,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-180 L ND,G H-180 L ND,6.56E+11,H-180,Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-180 XL ND,G H-180 XL ND,6.56E+11,H-180,X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-180 XXL ND,G H-180 2XL ND,6.56E+11,H-180,2X-Large,Nude,GABRIALLA,HOSIERY (GAB+ITA),
H-180 S BL,G H-180 S BL,6.56E+11,H-180,Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-180 M BL,G H-180 M BL,6.56E+11,H-180,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-180 L BL,G H-180 L BL,6.56E+11,H-180,Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-180 XL BL,G H-180 XL BL,6.56E+11,H-180,X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-180 XXL BL,G H-180 2XL BL,6.56E+11,H-180,2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304 S B,G H-304 S B,6.56E+11,H-304,Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304 M B,G H-304 M B,6.56E+11,H-304,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304 L B,G H-304 L B,6.56E+11,H-304,Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304 XL B,G H-304 XL B,6.56E+11,H-304,X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304 XXL B,G H-304 2XL B,6.56E+11,H-304,2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304 S BL,G H-304 S BL,6.56E+11,H-304,Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304 M BL,G H-304 M BL,6.56E+11,H-304,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304 L BL,G H-304 L BL,6.56E+11,H-304,Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304 XL BL,G H-304 XL BL,6.56E+11,H-304,X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304 XXL BL,G H-304 2XL BL,6.56E+11,H-304,2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) S B,G H-304(O) S B,6.56E+11,H-304(O),Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) M B,G H-304(O) M B,6.56E+11,H-304(O),Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) L B,G H-304(O) L B,6.56E+11,H-304(O),Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) XL B,G H-304(O) XL B,6.56E+11,H-304(O),X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) XXL B,G H-304(O) 2XL B,6.56E+11,H-304(O),2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) S BL,G H-304(O) S BL,6.56E+11,H-304(O),Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) M BL,G H-304(O) M BL,6.56E+11,H-304(O),Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) L BL,G H-304(O) L BL,6.56E+11,H-304(O),Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) XL BL,G H-304(O) XL BL,6.56E+11,H-304(O),X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-304(O) XXL BL,G H-304(O) 2XL BL,6.56E+11,H-304(O),2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306 S B,G H-306 S B,6.56E+11,H-306,Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306 M B,G H-306 M B,6.56E+11,H-306,Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306 L B,G H-306 L B,6.56E+11,H-306,Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306 XL B,G H-306 XL B,6.56E+11,H-306,X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306 XXL B,G H-306 2XL B,6.56E+11,H-306,2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306 S BL,G H-306 S BL,6.56E+11,H-306,Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306 M BL,G H-306 M BL,6.56E+11,H-306,Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306 L BL,G H-306 L BL,6.56E+11,H-306,Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306 XL BL,G H-306 XL BL,6.56E+11,H-306,X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306 XXL BL,G H-306 2XL BL,6.56E+11,H-306,2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) S B,G H-306(O) S B,6.56E+11,H-306(O),Small,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) M B,G H-306(O) M B,6.56E+11,H-306(O),Medium,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) L B,G H-306(O) L B,6.56E+11,H-306(O),Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) XL B,G H-306(O) XL B,6.56E+11,H-306(O),X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) XXL B,G H-306(O) 2XL B,6.56E+11,H-306(O),2X-Large,Beige,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) S BL,G H-306(O) S BL,6.56E+11,H-306(O),Small,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) M BL,G H-306(O) M BL,6.56E+11,H-306(O),Medium,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) L BL,G H-306(O) L BL,6.56E+11,H-306(O),Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) XL BL,G H-306(O) XL BL,6.56E+11,H-306(O),X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
H-306(O) XXL BL,G H-306(O) 2XL BL,6.56E+11,H-306(O),2X-Large,Black,GABRIALLA,HOSIERY (GAB+ITA),
E-PNG-971 XS,G PNG-971 XS,6.56E+11,G PNG-971,X-Small,White,GABRIALLA,GABRIALLA,
E-PNG-971 S,G PNG-971 S,6.56E+11,G PNG-971,Small,White,GABRIALLA,GABRIALLA,
E-PNG-971 M,G PNG-971 M,6.56E+11,G PNG-971,Medium,White,GABRIALLA,GABRIALLA,
E-PNG-971 L,G PNG-971 L,6.56E+11,G PNG-971,Large,White,GABRIALLA,GABRIALLA,
E-PNG-971 XL,G PNG-971 XL,6.56E+11,G PNG-971,X-Large,White,GABRIALLA,GABRIALLA,
E-PNG-971 2X,G PNG-971 2XL,6.56E+11,G PNG-971,2X-Large,White,GABRIALLA,GABRIALLA,
S-MS-14 W S,G MS-14 S W,6.56E+11,G MS-14,Small,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 W M,G MS-14 M W,6.56E+11,G MS-14,Medium,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 W L,G MS-14 L W ,6.56E+11,G MS-14,Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 W XL,G MS-14 XL W,6.56E+11,G MS-14,X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 W 2XL,G MS-14 2XL W,6.56E+11,G MS-14,2X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 B S,G MS-14 S B,6.56E+11,G MS-14,Small,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 B M,G MS-14 M B,6.56E+11,G MS-14,Medium,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 B L,G MS-14 L B,6.56E+11,G MS-14,Large,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 B XL,G MS-14 XL B,6.56E+11,G MS-14,X-Large,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 B 2XL,G MS-14 2XL B,6.56E+11,G MS-14,2X-Large,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 BL S,G MS-14 S BL,6.56E+11,G MS-14,Small,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 BL M,G MS-14 M BL,6.56E+11,G MS-14,Medium,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 BL L,G MS-14 L BL,6.56E+11,G MS-14,Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 BL XL,G MS-14 XL BL,6.56E+11,G MS-14,X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-14 BL 2XL,G MS-14 2XL BL,6.56E+11,G MS-14,2X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 W S,G MS-96 S W,6.56E+11,G MS-96,Small,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 W M,G MS-96 M W,6.56E+11,G MS-96,Medium,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 W L,G MS-96 L W,6.56E+11,G MS-96,Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 W XL,G MS-96 XL W,6.56E+11,G MS-96,X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 W XXL,G MS-96 2XL W,6.56E+11,G MS-96,2X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 B S,G MS-96 S B,6.56E+11,G MS-96,Small,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 B M,G MS-96 M B,6.56E+11,G MS-96,Medium,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 B L,G MS-96 L B,6.56E+11,G MS-96,Large,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 B XL,G MS-96 XL B,6.56E+11,G MS-96,X-Large,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 B XXL,G MS-96 2XL B,6.56E+11,G MS-96,2X-Large,Beige,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 BL S,G MS-96 S BL,6.56E+11,G MS-96,Small,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 BL M,G MS-96 M BL,6.56E+11,G MS-96,Medium,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 BL L,G MS-96 L BL,6.56E+11,G MS-96,Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 BL XL,G MS-96 XL BL,6.56E+11,G MS-96,X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96 BL XXL,G MS-96 2XL BL,6.56E+11,G MS-96,2X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) W S,G MS-96(i) S W,6.56E+11,G MS-96(i),Small,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) W M,G MS-96(i) M W,6.56E+11,G MS-96(i),Medium,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) W L,G MS-96(i) L W,6.56E+11,G MS-96(i),Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) W XL,G MS-96(i) XL W,6.56E+11,G MS-96(i),X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) W 2X,G MS-96(i) 2XL W,6.56E+11,G MS-96(i),2X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) BL S,G MS-96(i) S BL,6.56E+11,G MS-96(i),Small,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) BL M,G MS-96(i) M BL,6.56E+11,G MS-96(i),Medium,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) BL L,G MS-96(i) L BL,6.56E+11,G MS-96(i),Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I) BL X,G MS-96(i) XL BL,6.56E+11,G MS-96(i),X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-96(I)BL 2X,G MS-96(i) 2XL BL,6.56E+11,G MS-96(i),2X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 S,G MS-99 S W,6.56E+11,G MS-99,Small,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 M,G MS-99 M W,6.56E+11,G MS-99,Medium,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 L,G MS-99 L W,6.56E+11,G MS-99,Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 XL,G MS-99 XL W,6.56E+11,G MS-99,X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 2XL,G MS-99 2XL W,6.56E+11,G MS-99,2X-Large,White,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 BL S,G MS-99 S BL,6.56E+11,G MS-99,Small,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 BL M,G MS-99 M BL,6.56E+11,G MS-99,Medium,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 BL L,G MS-99 L BL,6.56E+11,G MS-99,Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 BL XL,G MS-99 XL BL,6.56E+11,G MS-99,X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
S-MS-99 BL 2XL,G MS-99 2XL BL,6.56E+11,G MS-99,2X-Large,Black,GABRIALLA,GABRIALLA,"ITA, Lena"
E-PPG-972 XS,G PPG-972 XS,6.56E+11,G PPG-972,X-Small,White,GABRIALLA,GABRIALLA,
E-PPG-972 S,G PPG-972 S,6.56E+11,G PPG-972,Small,White,GABRIALLA,GABRIALLA,
E-PPG-972 M,G PPG-972 M,6.56E+11,G PPG-972,Medium,White,GABRIALLA,GABRIALLA,
